scorer,,,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5
bodyparts,,,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,bossou11,img113.png,139.10398939968977,326.23987619050394,65.72687894251919,319.9226415153833,103.14434586438765,357.8260495661072,82.24887732360398,356.3682261795409,92.4536410295681,379.20745923574634,161.4572813270398,343.7337568292996,45.31735153059094,352.9666382775529,,,147.36498859023217,443.3516882446637,62.32529104053114,429.7453366367115,127.4414023071594,520.1303866038223,81.76293619474853,515.7569164441234,,,,,,,,,,,,,483.72379065113967,274.39457929154474,445.9418957152262,284.66860335306507,477.42680816182076,290.965585842384,465.8271035762333,294.6112072835686,474.7754471136865,302.56529042797143,494.66065497469356,292.2912663664511,438.3192327018402,301.2396099039043,,,512.2259219185831,347.63842824625414,416.1140839237156,343.32996654303594,509.2431407394321,401.99132973300675,402.8572786830442,397.020027767755,,,,,,,450.5817775494612,361.22665361794225,488.69509261639143,406.29979143622495,457.2101801697969,409.6139927463928,,,686.0624759236646,349.9165074901315,721.4524583717989,365.08364282504624,714.1848726904856,364.7676608389022,719.8725484410786,376.1430123400882,,,673.7391784640463,372.6672104925035,675.0031064086226,357.8160571437329,695.8579174941302,438.0754816243233,662.3638269628602,432.0718238875862,,,684.4825659929443,476.30930194775414,,,596.3235918587525,397.94576938402815,648.4606195725219,448.8188691532212,602.3272495954895,450.71476107008556,653.8323133369707,494.3202751579654,584.3162763852783,496.8481310471178,730.4185071206468,302.71778256177635,,,708.3947692105801,309.8222141456688,,,702.0007807850768,317.6370888879506,769.4928808320558,308.756549408085,,,,,789.7405108461494,368.07855313358743,731.1289502790362,374.1173199798961,780.1495282078945,425.26922738392216,739.5736526262575,423.258821238929,,,,,753.152688189103,392.5888420980166,,,,,,,764.5442942537045,259.64216397368506,729.7377109327894,258.4555759059266,749.1186493728443,265.5751043124774,741.603591610374,264.7840456006384,744.7678264577299,272.6946327190282,765.7308823214629,274.6722794986257,,,,,778.7833510668062,285.351572108452,,,770.4772345924968,292.8666298709222,717.9318691129754,283.4383802925556,,,,,,,,,,,,
labeled-data,bossou11,img160.png,33.23001116252394,276.1124504195426,,,,,,,,,58.20911000182045,285.426690664704,,,,,63.71297923759764,390.42358070106894,,,44.66112419067656,471.7114955679321,,,,,,,,,,,,,,,,,460.62663243779474,229.16812196865934,488.95348813682665,242.02012131359047,482.3963456139026,240.70869280900567,482.65863131481956,248.31497813559756,495.51063065975063,246.47897822917884,450.6597758029501,240.70869280900567,466.13463215705093,214.48012271730946,501.0576542887285,274.29852310183054,447.3671334201943,277.57578105863854,,,448.43353679931596,322.7542116191593,,,397.1402706522476,260.78724482054594,,,417.9306337863049,296.3417788758904,,,415.21884729055824,333.70417059506593,585.1152888766275,277.96974900156664,618.2211240935867,289.70727239667036,,,,,,,,,586.0181752916355,302.6486443451181,586.6200995683075,290.00823453500635,,,576.3873868648836,360.73433704396473,,,565.251787746452,404.0728849643477,,,505.6612843559253,349.899700063869,540.2719302645645,368.8603147790365,508.3699436009493,388.42285377087603,539.6700059878925,408.2863549010516,475.86603266066203,405.8786577943637,635.3344114398569,246.9584112841941,598.6070814012679,246.6151652090671,620.5748302093959,265.8369454161791,611.3071861809669,266.1801914913061,616.7991233829989,275.4478355197351,653.5264534215878,262.06123858978214,593.8016363494899,259.6585160638931,,,659.7048827738739,303.93725975527616,,,644.2588093931588,359.88637000097714,,,,,,,,,618.5153537586339,322.47254781213417,,,621.9478145099039,364.69181505275515,609.5909558053319,218.8122331237801,,,,,,,,,632.64804018228,220.60765882573418,,,618.1671331027079,213.65856741607615,,,,,644.7462206853071,236.10845259523754,604.5110245778751,231.49898115403386,,,,,,,,,,,,
labeled-data,bossou11,img179.png,67.6148830207893,272.55009245854325,,,38.99860697487526,306.01658478342574,21.537828370588727,306.5016064113226,30.268217672731993,322.9923417598154,91.86596441563171,283.2205682722739,0.19687674312740455,294.37606571390137,,,83.62059674138527,371.9795261773971,27.84310953324777,368.0993531542222,64.21973162551137,443.76272710613057,,,134.54786767055433,329.2976229224745,,,142.19188314492064,395.37689488842904,,,124.84743511261738,445.21779198982114,,,,,559.6880580161522,227.27292552790857,586.3269381944868,234.08063935126074,578.6312616985235,233.7846517937237,580.7031746012829,240.59236561707587,,,541.336829448855,222.24113704977873,,,577.0241891711823,282.0157994214822,540.3991209682545,278.5260314994084,,,543.1127547940774,322.28493149730195,,,495.7547455881492,244.7361914225946,,,494.570795358001,274.9269222913738,,,480.6593801537596,320.5090061520796,652.5747682344102,284.54870672687946,617.5636685714561,277.1913017252442,642.9340306460604,296.4727769019435,633.0395894369647,293.68203707373704,635.0692184029331,304.08388552432484,,,604.1173766719157,289.2558043162624,,,639.8683513335,337.49222499966777,598.9686855450107,332.4016867223023,621.3692228826467,372.83756674650266,605.1321911548999,372.83756674650266,,,560.9877611450885,311.187586905214,,,566.0618335600092,341.8857250154853,583.0599761499941,384.7616369215667,554.8988742471832,382.22460071410626,705.2586786808665,244.15630453886195,670.5609776082458,244.54183455077995,694.8493683590802,260.34856503941825,686.7532381088022,260.34856503941825,689.8374782041462,269.9868153373684,712.5837489073087,262.66174511092635,661.6937873341317,252.6379648010581,,,711.4484003315661,304.5023721340358,670.357591872281,298.74066341527714,711.8126888834727,346.70728770905185,686.4174539048736,345.9113547812212,,,,,,,,,,,664.4727877734754,334.0453130911767,681.9608538189118,213.47162266965177,,,664.4229692122417,217.5134695687922,,,661.9393593807393,222.77694914763276,689.9959950867724,221.02340941600573,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou11,img253.png,38.837711620804754,302.2512748308987,25.1874619085078,334.4268634384557,12.512230032803501,334.914372356752,17.387319215766695,344.66455072267837,,,60.288104025842784,318.3390691346772,,,,,64.67568429050962,395.36547822549556,,,53.46297916969428,458.25412868572073,1.7870338302844857,468.00430705164706,,,,,24.69995299021147,422.17846873179315,,,21.77489948043356,479.70452109075876,,,,,665.0729180919467,260.6338075024296,689.4483640067626,271.08042718020783,682.9814089681381,269.8367819804723,684.9712412877147,277.04992413893825,,,653.3826532144329,263.86728502174185,667.3114794514706,250.4359168645984,685.2199703276619,309.63342837200855,649.0473060481551,312.20279935466215,,,678.2555572091431,351.6686361230687,,,604.880490424748,278.791027418568,641.6896262009305,325.43493555080806,605.5315884326176,316.5758289704921,641.6923883369192,352.6635522828571,598.9109934660177,350.67371996328035,,,,,,,,,,,,,,,,,948.7569654171028,377.90609250383267,,,,,,,,,893.2356691201109,352.9983664435299,934.7684442104779,390.2828495316005,878.734766091195,365.6536999960384,932.2562809070122,413.6385063826333,,,805.624613300832,280.0150230241477,779.881157666307,283.4474837754177,802.192152549562,299.2368032312597,795.6704771221489,299.2368032312597,798.416445723165,306.44497080892677,809.400320127229,303.6990022079108,758.256654933306,294.08811210435476,,,806.311105451086,321.8910441896417,754.4809481069092,330.81544214294377,,,762.718853909957,376.46717013483476,,,718.440110218574,312.28015408608576,,,727.021262096749,336.9938714952297,,,736.632152200305,391.22675136529574,781.9406341170691,250.4958605632257,755.167440257163,246.7201537368287,769.927021487624,253.5850752393687,764.778330360719,252.8985830891147,767.181052886608,257.7040281408927,778.851419440926,264.5689496434327,752.421471656147,261.1364888921627,,,,,738.3483825759399,274.52308582211566,,,753.794455956655,277.2690544231317,,,,,,,,,,,,
labeled-data,bossou11,img305.png,211.05300085498013,243.16375130495305,145.8959415504374,259.72910536543,202.77032382474167,283.47277951878027,182.89189895216933,287.33802879955823,198.35289607528117,301.1424905166224,235.34885347701302,280.1597087066849,126.01751667786507,277.95099483195463,,,241.9749951012038,370.315752756287,137.06108605151638,355.80815891619636,218.78349941653605,450.7828555295976,161.90911714223182,435.3218584064858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou11,img374.png,,,390.0485537092924,220.21700499559313,461.2348049421529,268.5699303613097,438.4014790750089,268.5699303613097,451.8328472321524,291.40325622845364,,,367.2152278421484,277.9718880713101,392.0632589328639,202.7562263913066,410.86717435286477,402.21204352488735,,,468.6220574285818,482.12868405989116,,,,,224.84272537642744,290.73168782059645,323.5632813314321,407.5845907877448,232.2299778628564,370.6483283556002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
