scorer,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5
bodyparts,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\wamba2\img0028.png,,,387.86743578580763,113.65385285154537,,,418.58576404005237,137.78968219416618,426.2653461036135,159.73134523291242,,,359.34327383543757,171.79925990422277,,,,,268.2853722246409,229.94466695690022,,,,,313.26578145407063,342.94423160644317,205.7516325642142,328.68215063125814,404.3236830648673,297.96382237701346,151.99455811928604,233.23591641271219,368.11993905093607,440.58463212886375,137.732477144101,349.526730518067,284.7416195037006,235.43008271658675,,,,,,,,,264.9941227688289,261.76007836308224,311.07161515019595,277.11924249020456,294.6153678711363,263.9542446669568,,,,,,,,,257.31454070526775,315.5171528080104,283.64453635176324,321.0025685676969,233.17871136264696,297.96382237701346,,,,,,,461.3720069656074,110.36260339573346,,,,,,,,,476.7311710927298,168.50801044841086,624.8373966042666,153.1488463212886,572.1774053112758,125.72176752285577,453.69242490204624,297.96382237701346,703.827383543753,222.26508489333906,,,,,587.536569438398,312.2259033521985,662.1382237701351,311.12882020026115,515.1290814105356,382.4392250761863,662.1382237701351,367.080060949064,454.7895080539836,477.88545929473224,,,460.27492381367017,331.97340008707005,,,,,,,,,461.3720069656074,361.5946451893774,,,497.5757509795386,341.8471484545058,,,,,,,,,458.0807575097956,415.35171963430565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\wamba2\img0072.png,,,,,438.33326077492393,180.57592511972126,413.1003482803658,182.7700914235959,412.00326512842844,194.8380060949063,,,,,,,,,,,,,,,243.05245973008275,386.82755768393554,,,216.7224640835873,260.6629952111449,,,148.70330866347408,397.79838920330866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.04288202002616,165.21676099259895,,,,,,,,,274.86787113626474,202.5175881584675,,,309.9745319982586,160.8284283848497,,,,,,,,,480.02242054854173,308.9346538963865,,,390.0616020896823,392.31297344362207,464.6632564214194,409.86630387461906,358.24619068350034,480.07962559860687,481.1195037004791,485.56504135829346,,,527.196996081846,361.5946451893774,,,,,,,,,542.5561602089683,384.6333913800609,509.64366565084913,381.34214192424895,,,572.1774053112757,362.69172834131473,,,599.6044841097086,344.04131475838045,,,,,,,,,,,,,,,,,,,,,,,523.9057466260341,232.13883326077485,642.3907270352636,218.97383543752716,574.3715716151504,208.00300391815404,,,743.3223770134961,235.43008271658675,,,,,638.0023944275143,413.15755333043097,701.6332172398783,390.11880713974745,541.4590770570311,393.41005659555935,,,556.8182411841534,468.01171092729646,,
labeled-data\wamba2\img0313.png,601.7986504135831,143.27509795385276,,,527.196996081846,132.3042664344797,,,,,610.5753156290815,234.33299956464947,447.1099259904223,191.54675663909438,,,,,,,,,320.9453635176318,134.49843273835427,,,,,,,,,,,,,,,461.3720069656074,228.84758380496294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.92620809751853,125.72176752285577,,,,,,,101.5287331301698,149.85759686547664,228.79037875489772,156.44009577710045,178.32455376578147,119.13926861123196,,,313.26578145407063,306.7404875925119,,,328.62494558119295,231.04175010883756,136.63539399216367,401.08963865912057,233.17871136264696,398.89547235524594,,,,,,,,,392.2557683935569,294.6725729212015,,,,,,,,,499.7699172834133,335.26464954288195,,,488.7990857640402,310.03173704832386,501.96408358728786,383.53630822812363,,,402.1295167609927,408.7692207226818,,,555.7211580322161,413.15755333043097,,,,,,,,,,,,,,,,,,,,,730.1573791902483,178.38175881584664,858.5161079669136,183.86717457553323,797.0794514584243,159.73134523291242,,,,,,,,,813.5356987374839,415.3517196343056,,,670.9148889856336,329.7792337831954,,,655.5557248585113,469.1087940792338,,
labeled-data\wamba2\img0517.png,620.4490639965173,143.27509795385276,,,591.9249020461473,141.08093164997808,556.8182411841534,122.43051806704386,566.6919895515891,141.08093164997808,605.089899869395,228.84758380496294,407.6149325206793,179.47884196778398,,,,,,,,,283.64453635176324,114.7509360034827,461.3720069656074,374.75964301262513,,,407.6149325206793,229.94466695690022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.79995646495433,146.56634740966467,,,,,,,89.46081845885936,161.92551153678704,218.91663038746194,161.92551153678704,164.06247279059644,125.72176752285577,,,237.5670439703962,345.1383979103178,,,297.9066173269482,223.36216804527635,123.47039616891598,434.0021332172399,204.6545494122769,437.29338267305184,,,,,,,,,386.7703526338704,250.78924684370912,291.3241184153244,262.8571615150195,351.6636917718764,280.41049194601646,326.43077927731827,282.6046582498911,,,384.5761863299957,306.7404875925119,,,,,,,,,228.79037875489772,385.73047453199825,,,420.77993034392694,415.3517196343056,,,,,,,,,,,,,,,,,,,,,753.1961253809319,118.04218545929461,900.2052677405313,146.56634740966467,839.8656943839793,116.94510230735727,662.1382237701351,301.25507183282537,,,,,,,775.137788419678,417.5458859381802,,,599.6044841097084,330.87631693513276,,,580.9540705267742,469.1087940792338,,
labeled-data\wamba2\img0630.png,,,,,627.0315629081413,131.20718328254236,594.119068350022,101.58593818023496,608.3811493252069,124.62468437091843,609.4782324771443,206.9059207662167,419.6828471919897,156.44009577710045,,,,,,,,,301.1978667827601,86.22677405311265,495.38158467566404,347.33256421419236,,,417.488680888115,203.6146713104048,,,,,,,343.98410970831526,214.5855028297779,,,,,,,,,,,,,365.9257727470615,233.23591641271219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.56747932085327,154.24592947322583,261.702873313017,164.11967784066167,207.94579886808881,110.36260339573346,,,291.3241184153244,281.5075750979538,,,,,130.05289508053986,408.7692207226818,213.4312146277754,423.03130169786675,,,,,,,,,465.76033957335665,278.21632564214184,,,437.2361776229866,310.03173704832386,412.00326512842844,311.12882020026115,427.36242925555086,330.87631693513276,462.46909011754474,331.97340008707005,393.3528515454942,336.3617326948193,,,474.53700478885514,396.7013060513713,402.12951676099283,393.4100565955594,482.2165868524163,449.36129734436224,,,,,,,,,,,,,,,,,,,,,,,,,800.3707009142362,118.04218545929461,,,876.0694383979107,80.74135829342617,695.0507183282544,279.3134087940792,,,,,,,797.0794514584243,390.11880713974745,,,610.5753156290816,310.03173704832386,,,588.6336525903354,469.1087940792338,,
labeled-data\wamba2\img0661.png,,,,,620.4490639965175,120.2363517631693,588.6336525903354,99.39177187636028,606.1869830213323,118.04218545929461,609.4782324771443,193.74092294296895,438.33326077492404,149.85759686547664,,,,,,,,,301.1978667827601,82.93552459730074,501.51356349629015,333.90894116656875,,,413.1003482803658,190.44967348715704,,,,,,,,,,,,,,,,,,,,,360.4403569873749,216.77966913365253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.56747932085327,154.24592947322583,261.702873313017,164.11967784066167,211.23704832390078,114.7509360034827,,,317.65411406181977,277.11924249020456,,,324.2366129734437,204.71175446234213,130.05289508053986,408.7692207226818,201.36329995646494,414.25463648236826,,,,,,,,,487.7020026121029,303.4492381367,,,481.1700123691635,372.44676194231135,428.2341192448018,337.9371545671612,440.8624773137182,352.5689162851059,451.38062022017164,336.94684571310046,393.3528515454942,340.6541178692576,,,490.480149722483,402.2200869899348,401.51631887893024,394.023254477622,480.99019108829106,454.2668804008631,,,,,,,,,,,,,,,,,,,,,,,,,791.5940356987377,112.55676969960814,,,859.6131911188512,81.83844144536351,688.4682194166306,262.8571615150195,,,,,,,801.4677840661735,376.9538093164997,,,610.5753156290816,307.83757074444924,,,579.8569873748369,465.8175446234219,,
