scorer,,,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7
bodyparts,,,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,bossou28,img0199.png,623.0582822085889,111.04018404907981,447.8435582822087,116.19355828220864,559.9294478527609,194.78251533742332,503.2423312883437,193.4941717791412,538.0276073619632,225.70276073619635,647.5368098159511,147.11380368098162,433.6717791411043,144.53711656441726,,,681.0337423312885,279.8131901840491,400.174846625767,277.2365030674847,650.1134969325153,351.9604294478528,419.50000000000006,332.6352760736197,,,,,737.7208588957055,381.5923312883436,330.60429447852766,384.169018404908,,,447.8435582822087,453.7395705521473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou28,img0440.png,918.5703044026721,295.85248462667175,828.6354360902794,274.0940487446412,873.1193494490973,329.2154196457852,847.0092263906606,322.44612848248676,859.5807671225006,340.81991878286806,923.4055123764567,311.80867094016077,814.1298121689257,293.9184014371579,929.6912827423766,386.2708737364429,783.1844811367046,355.80906350160024,895.3613061285063,409.4798720106088,773.030544391757,380.46862416790145,,,,,,,941.779302676838,430.75478709526084,729.513672627696,428.33718310836855,,,785.1185643262183,468.95293008815884,254.50669748114396,108.5041892768491,168.14557446818705,100.58115046832091,232.32218881726513,147.32707943863704,203.79924910656374,144.95016779607863,218.85302284276727,167.13467645995746,269.5604712173474,160.00394153228217,141.9995464000441,128.31178629816947,,,268.7681673364947,273.3033964942348,136.4534192340744,256.6650149963257,,,233.1144926981179,288.3571702304383,,,,,,,,,,,171.3147899915983,377.09520488595376,311.55257690254666,61.75826030653292,,,255.2990013619968,80.7735534470005,236.28370822152922,80.7735534470005,,,365.4292408005382,120.38874748964133,,,328.9832622813086,93.45041554064557,427.2289435070578,210.71138990686234,,,460.50570650287614,313.71089441772847,,,,,,,,,,,381.27531841759446,332.72618755819605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou28,img0449.png,873.6939534766822,310.90544451598856,786.3490331977721,299.12860133231527,834.4378095311047,352.61509745816477,809.4120177657989,348.689483063607,820.6981591501524,364.8826424411577,893.322025449471,326.6079020942196,784.8769277998128,318.7566733051041,,,906.0802722317837,406.1015935840142,759.3604342351874,392.3619432030621,880.0730768678386,431.1273853493199,773.5907864154593,420.8226475636058,,,,,921.7827298100148,454.68107171666645,709.7995525038957,455.6624753153059,,,771.6279792181805,486.57668867244826,236.36830401489811,130.01196031778335,155.747195220325,129.22923110618558,223.84463662933337,171.4966085324666,199.58003106980163,171.4966085324666,213.66915687856198,189.4993803992159,251.24015903525623,189.4993803992159,127.5689436028043,148.0147321845327,,,246.54378376566945,288.12326106053837,119.74165148682633,279.5132397329626,,,206.62459397418183,304.5605745040921,,,,,,,,,,,148.7026323159448,395.35716304943656,291.1593488267439,82.26547841031771,,,235.5855748033003,101.05097948866484,213.66915687856198,99.48552106546924,,,351.4294981197743,142.5356277033481,,,308.3793914818954,112.79191766263182,407.0032721432178,234.89767467188818,,,439.87789903032535,336.6524721796018,,,,,,,361.6049778705456,238.81132072987714,,,356.90860260095883,357.78616089274226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou28,img0677.png,,,737.8045301350749,272.4933555385872,,,781.8288593696519,252.2189933910846,803.8410239869404,256.8531333105138,824.115386134443,313.621347323521,729.6947852760738,337.3713144105954,,,849.0238882013747,368.6517588667422,712.3167605782146,400.5114708128177,828.7495260538722,434.1089852286791,745.3350075041473,425.9992403696781,,,,,879.7250651675929,446.2736025171807,689.1460609810688,450.3284749466812,,,748.8106124437192,480.4503844229707,274.08557181121625,164.72324813473477,204.13303823404806,164.72324813473477,262.65102305341,201.71737646881417,241.7997870832925,201.71737646881417,252.56171532593376,217.86026883277606,284.1748795386925,218.53288934794114,169.82939196062904,182.8840020441919,,,292.9189462358386,311.3545204407221,162.43056629381314,295.88424859192526,,,251.2164742956036,323.46168971369354,,,,,,,,,,,194.04373050657188,400.81304895767767,325.8773514789274,112.25884795185857,,,274.7581923263814,127.05649928549036,253.90695635626392,127.72911980065544,257.27005893208934,141.8541506191221,364.88934135850207,170.77683277122048,,,338.65714126706393,145.2172531949475,418.02636205654323,249.4734330455348,,,453.67524936029247,349.6938898051316,,,,,,,381.03223372246396,260.235361288176,,,376.9965106314735,362.4736795932681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou28,img0762.png,738.7599947578685,314.27891167128234,,,697.2178985276552,340.8845238636662,,,691.149951887287,354.88747764913137,776.5679699786245,325.0145095734723,,,756.9638346789733,315.2124419236467,821.3774220921132,392.22868774370517,677.5229984597838,409.12299705448356,779.3685607357177,435.63784447864725,641.3694511799582,445.90667725465505,,,,,850.3168599154078,430.97019321682546,679.0892586781429,448.0901027423811,,,,,248.31313630826799,170.76539687838073,181.44657640474355,174.9014727487018,246.93444435149428,207.3007337328837,225.56471902150196,207.3007337328837,237.28360065407838,225.91307514932868,,,150.42600737733534,195.5818521003073,,,271.061553595034,287.2648672257582,145.6005855286274,294.15832700962676,,,220.04995119440713,318.2854362531665,,,,,,,,,,,177.9998465128093,413.41518127055167,277.2656674005156,134.9194060022645,,,226.25406499988878,145.25959567806729,,,,,343.4428813256532,184.55231644611774,,,304.15016055760276,161.11455318096483,403.4159814453091,265.8951418957659,,,439.2619723214253,361.02488691315114,,,,,,,362.744568720485,277.6140235283424,,,359.9871848069376,381.70526626475663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou28,img0938.png,299.2802446013201,313.70195063070236,344.54282759234434,276.6117784575019,,,,,,,365.2881781298972,319.98842049056685,,,357.7444142980598,291.6993061211767,377.86111784962617,394.16876483696785,,,330.08394691465605,448.2324056318024,359.63035525601913,486.5798717769758,540.0520402341299,354.5640047198215,,,548.8530980379402,440.688641799965,470.2722247896341,420.5719382483987,571.7872025886741,519.7585189210727,467.7576368456883,504.8106343705828,350.53436792139604,190.7589441306094,289.77902309983983,194.2109523591069,347.08235969289854,232.1830428725795,326.37031032191345,232.87344451827903,339.487941590204,248.0622807236681,,,244.90291612937222,220.44621489568806,273.8997852487513,189.3781408392104,,,,,,,282.8750066428448,322.62565845921426,,,,,,,,,,,262.85335891755926,437.23233164533167,346.391958047199,147.95404209724023,,,,,,,,,428.54975388543977,196.97255894190494,,,398.1720814746617,172.80850134242235,466.5218443989124,268.08392844895366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
