scorer,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5
bodyparts,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/sonso14/img017.png,1133.3673163884205,383.1333560131119,,,,,,,,,1106.0135674025762,446.54431957120505,1239.052255651909,412.9738094522146,1181.8580532269623,409.24375277232673,1015.2488548586389,593.2598823134601,,,1022.7089682184145,528.6055665287375,,,1161.9644176008937,664.1309592313289,,,1055.0361261107757,614.3968701661579,,,1088.6066362297663,705.1615827100952,,,,,823.7726119577299,495.03505640974697,,,864.803235436496,501.2518175428934,872.2633487962717,518.6587487157033,,,790.2021018387393,567.1494855542452,779.0119317990757,534.822327661884,856.0997698500911,601.9633478998651,791.4454540653685,652.9407891916655,,,892.1569844223402,676.5644814976217,,,766.578409532783,685.2679470840267,853.4190438147727,629.7804074120336,816.3124985979541,707.6482871633538,,,862.3165309832375,722.5685138829051,,,,,,,,,,,,,,,,,,,,,,,1011.1686369873596,678.3187437728295,,,,,,,,,,,,,,,,,,,,,,,1308.6799803431486,475.14142078367854,,,1318.626798156183,456.4911373842393,1210.7572570003554,337.60465592227513,,,1188.4924195868903,234.72575201178034,,,1395.7146362071983,568.3928377808745,,,1363.3874783148372,592.0165300868308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img038.png,1135.6748218527318,267.4692921615201,,,,,,,,,1140.7826603325418,384.94957719714967,1424.2676959619955,328.76335391924,1296.571733966746,310.885919239905,954.3465558194775,701.6355629453682,,,956.9004750593824,576.4935201900238,1282.6539511328313,155.66796755634277,1237.8315914489312,811.4540902612828,,,1041.179809976247,750.160028503563,,,1094.8121140142518,905.9491021377673,,,,,591.690023752969,487.1063467933493,,,681.0771971496436,520.307296912114,691.2928741092635,540.738650831354,,,581.474346793349,609.6944703087886,512.5185273159143,556.0621662707839,,,637.6605700712587,791.0227363420428,,,890.534757857129,814.0080095011878,,,456.33230403800457,826.7776057007127,,,576.366508313539,900.8412636579574,678.5232779097385,842.1011211401426,711.7242280285036,957.027486935867,,,,,,,,,,,,,,,,,,,,,,,953.1330672739052,865.541697493178,,,,,,,,,,,,,,,,,,,,,,,1524.6176733330774,461.04287212630857,,,,,1355.3118764845608,167.86644180522558,,,,,,,1724.8635123953502,629.5831200037214,,,1658.1148993745926,674.6384337927328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img050.png,1166.3218527315917,290.4545653206651,1350.2040380047508,262.36145368171015,,,,,,,1156.1061757719717,413.0426888361046,1454.9147268408553,364.5182232779098,1304.233491686461,333.87119239904996,1007.9788598574823,727.1747553444181,,,903.2681710213776,607.1405510688836,1281.248218527316,198.51347268408563,1245.4933491686463,880.4099097387174,,,1048.841567695962,773.1453016627079,,,1071.826840855107,939.1500522565321,,,,,578.9204275534439,530.5229738717339,,,665.7536817102136,576.4935201900238,670.8615201900236,604.5866318289786,,,532.9498812351542,640.3415011876485,515.0724465558194,573.9396009501188,655.9660148667438,730.2389111874982,479.31757719714943,821.6697672209027,,,675.9693586698336,785.9148978622328,,,451.2244655581946,870.1942327790974,,,568.704750593824,921.2726175771973,666.6333708897951,870.0998012675038,719.3859857482184,972.351002375297,,,862.7289574858693,688.8041334081621,,,,,,,,,,,,,,,870.9114452577827,791.6696939693593,,,778.566226117617,851.2849620218714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.9736342042759,206.17523040380047,,,1322.1109263657959,32.508722090261244,,,1735.8458432304042,655.6650166270784,,,1659.2282660332546,706.7434014251781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img064.png,1220.0537656862693,184.0766925639099,1412.4744127374595,208.3186638459497,,,,,,,1175.1300229405163,341.98242534582835,1450.3524928656466,312.8621649997459,1318.5367740195557,268.9235920510489,971.573560045362,681.0371038457242,,,963.9979440197246,535.5852761534859,1277.6284474811137,150.74398205110526,1221.5688888913967,788.6108514097755,,,1032.1784882504612,711.3395679482738,,,1095.8136628658158,885.5787365379343,,,,,550.9989320078312,461.40090577778255,,,651.7308451881902,491.38064184336565,664.9219290570466,510.5676729253388,,,525.8159537127414,570.5271450565049,497.03540708978164,514.1652412532087,766.8530316800288,620.8931016466844,578.5802891881675,744.4096142368865,881.9752181718677,600.5068811220879,740.4708639423159,683.250952663097,,,440.6735032864856,813.962601909039,718.8854539750962,739.6128564663932,570.1859630898043,876.3204529254517,669.7186868275398,813.962601909039,706.8935595488629,917.0928939746448,,,,,,,,,,,,,,,,,,,,,1009.3498473829419,830.3723883760529,,,,,,,,,,,,,,,,,,,,,,,,,1500.8852731591453,402.8270118764847,,,1511.1009501187652,369.62606175771975,1342.5422802850358,109.12629928741103,,,,,,,1712.8605700712594,612.2483895486936,,,1654.1204275534446,655.6650166270784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img081.png,1202.0767220902615,203.6213111638956,1388.5128266033257,221.4987458432306,,,,,,,1148.4444180522567,356.8564655581947,1454.9147268408553,346.6407885985748,1288.9099762470312,285.3467268408551,962.0083135391924,696.5277244655582,,,926.2534441805226,550.9543277909739,1265.9247030878862,162.7586033254156,1196.9688836104515,806.3462517814728,,,1005.4249406175772,732.2825938242281,,,1087.150356294537,898.2873444180524,,,,,520.447091550714,498.3003287649717,649.4833954349012,545.2226210864944,626.02224927414,552.2609649347228,640.0989369705969,580.4143403276364,,,502.85123193014306,617.9521741848545,475.8709138452675,548.7417930106086,630.7144785062924,723.5273319082805,531.0046073230567,793.9107703905645,751.5393812342131,777.4879680780316,701.2373621108277,879.7527911220421,,,407.8335899790597,840.8330627120872,677.0089373390061,706.9888760583354,534.5237792471709,876.0247819532292,668.5827510418309,831.696433256523,658.8678538992058,959.3118508239319,,,,,,,,,,,,,,,,,,,,,982.6316709177122,858.4289223326582,,,,,,,,,,,,,,,,,,,,,,,,,1493.2235154394302,436.02796199524937,,,1498.3313539192402,400.2730926365796,1317.003087885986,109.12629928741103,,,,,,,1689.8752969121144,640.3415011876485,,,1633.6890736342048,663.3267743467934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img130.png,1362.9736342042759,142.32724940617572,1536.640142517815,203.6213111638956,,,,,,,1209.7384798099765,310.885919239905,1587.7185273159148,326.2094346793349,1398.7285035629457,264.91537292161524,995.2092636579573,619.9101472684087,,,1000.3171021377673,502.4298622327792,1327.2187648456058,139.77333016627085,1253.1551068883612,826.7776057007127,,,1053.949406175772,688.8659667458433,,,1143.3365795724467,921.2726175771973,,,631.5946824704271,448.0308165465659,452.89344523465627,449.0882203171917,585.0689165628891,489.2695636009745,538.5431506553512,490.3269673716004,567.0930524622495,529.4509068847573,622.0780485347943,582.3210954160504,439.14719621652,597.1247482048125,442.3194075283976,515.7046578666211,636.8817013235563,730.3576233036713,484.6155583534321,802.2610797062299,748.9665010098978,790.6296382293453,663.3167955892029,860.4182870906524,,,395.7936416208596,828.6961739718765,673.4154394299287,699.0816437054632,532.1987280315959,883.6811700444214,667.345282974421,843.9434406862839,659.6591264887959,979.2511402463176,,,,,,,,,,,,,,,,,,,,,1020.3177271745743,865.43013313441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.2824228028505,78.47926840855098,,,,,,,1809.9095011876489,625.0179857482186,,,1738.3997624703093,658.2189358669834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/sonso14/img150.png,1393.6206650831357,147.4350878859857,1595.3802850356299,221.49874584323038,,,,,,,1253.1551068883612,341.5329501187648,1646.4586698337296,349.19470783847987,1447.2529691211405,272.5771306413301,1005.4249406175772,642.8954204275535,,,887.9446555819477,734.8365130641331,1380.8510688836107,124.44981472684094,1281.248218527316,875.3020712589074,,,1082.042517814727,716.9590783847982,,,1173.9836104513065,992.782356294537,,,621.8302618635096,470.5068837024188,431.1754054394917,474.39779913964367,569.9513893671782,522.3857561987502,518.0725168708468,524.9796998235668,550.4968121810539,559.9979387585905,610.157515551835,617.064698504555,407.8299128161426,628.7374448162295,411.7208282533675,550.9191360717325,621.8302618635096,749.3558233702,468.787587999332,855.7075119876794,734.6668095430302,840.1438502387799,710.0243451072729,950.3864542934841,,,363.73287119426095,894.6166663599279,658.1454726109415,744.1679361205669,502.50885512194736,941.3076516066261,662.0363880481664,884.2408918606616,625.7211773007344,999.6713831649989,,,911.3478979468634,797.2830730397594,,,,,,,,,,,,,,,,,1067.2900854091324,943.991841507552,874.4142219689577,809.594298365728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.9147268408553,109.12629928741103,,,,,,,1843.1104513064138,642.8954204275535,,,1797.1399049881238,727.1747553444181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
