scorer,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5
bodyparts,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\waibira7\img0131.png,762.2084840235401,355.95167494700854,598.80928368568,369.26568386342683,698.0591683353432,398.3144305901575,656.9067771391415,400.7351594840517,676.2726082902952,438.25645733941224,813.0437907953188,439.46682178635933,574.6019947467379,440.67718623330643,,,944.9735155125541,589.5520132078011,,,803.360875219742,622.2318532753732,424.516803325296,726.3231957128248,781.5743151746939,772.3170446968151,673.851879396401,780.7895958254448,894.1382087407753,658.5427866837865,572.1812658528436,702.1159067738827,811.8334263483717,846.149275960589,572.1812658528436,802.5761558704929,,,561.2879858303196,359.58276828784994,,,,,,,,,503.1904923768583,378.9485994390037,,,,,,,,,411.2027944088778,562.9239953749648,,,,,,,397.88878549245965,602.8660221242194,,,328.89801201647424,716.6402801372479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\waibira7\img0169.png,744.7197006852889,420.8749826285647,586.6589289677386,478.5797088111625,702.068381332934,499.90536848733984,659.4170619805792,512.449874179209,690.7783262102519,547.5744901164423,813.7144819905687,464.7807525501065,551.5343130305051,493.6331156414053,,,947.9406928935679,631.6226782519651,,,819.9867348365033,661.7294919124508,418.56255269669305,785.9200982619548,772.3176132074008,823.553615337562,678.2338205183828,824.8080659067489,885.2181644342226,693.0907561421236,581.641126690991,743.2687789095999,806.1877785754473,883.7672426585335,584.1500278293647,844.8792750137394,,,554.043214168879,414.60272978263015,,,,,,,,,502.6107408322158,423.38388376693854,,,,,,,,,414.7992009891324,615.3148208525354,,,,,,,394.72799188214185,654.2027884973295,,,329.4965622844226,775.8844937084594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\waibira7\img0369.png,1078.8969800004309,579.2061625886166,927.5934084734529,631.7247576640966,1033.8810413643052,661.7353834215137,997.6182019074263,670.4884826007603,1020.1261712254891,709.2522075374243,1143.9200024748347,609.2167883460338,885.078355317112,631.7247576640966,,,1262.712062764611,775.5256727517203,,,1135.166903295588,835.5469242665547,740.0269974895959,906.8221604404204,1102.6553920583863,959.3407555159004,1005.1208583467806,969.3442974350394,1222.6978950880546,848.0513516654785,902.5845536756053,875.5610919431108,1128.9146895961262,1018.1115642908422,905.0854391553901,974.3460683946089,,,846.3146303804483,571.7035061492624,,,,,,,,,827.5579892820624,549.1955368311994,,,,,,,,,747.5296539289502,750.5168179538728,,,,,,,721.2703563912103,781.7778864511823,,,649.9951202173445,888.0655193420347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\waibira7\img0429.png,1063.699291315585,538.678992762361,911.1292457315367,600.0629062373345,1025.0157229648119,621.2082135952581,982.4205132225804,635.0272090027867,1009.9943787689251,669.9915117682391,1129.9887878470595,572.4890406909897,887.611303431253,579.7993213242066,,,1248.7808481368356,740.0643991537466,,,1127.568058953165,787.4209100978761,729.8952050330322,873.8938349565877,1083.658281202329,931.4783262603497,992.4561177760756,931.3500757229248,1210.0331545173497,817.6559742957868,889.9198131049004,838.8333442880667,1118.7828971395625,975.0514463504456,884.8218542422624,937.6183207395648,,,832.9226461392332,499.88116119840106,,,875.9827640796298,546.7407013100091,,,,,803.7937428266118,513.8123758261764,,,,,,,,,744.269462144299,697.451114101397,,,,,,,715.1405588316777,739.2447579847232,,,630.2867970079551,853.227423121067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\waibira7\img0495.png,1034.2417460008126,511.57805107277034,876.9584931664008,571.7836627351529,992.0232722122669,590.5723664678948,951.7846660952171,600.8564564376506,979.3585316415617,636.999061015694,1087.5699225937874,539.4965899384446,867.5801726172077,535.0238524457525,,,1226.3931136976084,727.1030792152468,,,1127.568058953165,759.1416665956947,729.8952050330322,873.8938349565877,1042.4177177616477,909.0905918211226,948.8589507102125,903.0708322207432,1175.8624019522135,798.8031452943325,855.7490605397644,816.4456098488396,1075.1857300736992,955.0203155364004,841.2246871763991,906.9824736122015,,,819.3296402021352,483.5345480896931,,,,,,,,,782.8022840118174,485.8911517148748,,,,,,,,,705.0343643808183,677.954347167191,,,,,,,680.2900263164094,716.8383069826907,,,604.8787103105919,827.5986773662349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\waibira7\img0546.png,972.6098611136857,473.0616092035791,815.6312033056577,541.7397719945914,935.8179881899291,560.1357084564697,894.1205322096718,573.6260618618471,924.7804263128022,611.6443305497289,1032.7032535558214,507.40069059908524,789.8768922590281,519.6646482403374,,,1167.6067876095956,668.058535699489,,,1070.7215222437032,730.6047196698751,646.3885878563775,822.5844019792665,997.1377763961901,870.4138367801501,905.1580940867987,869.1874410160249,1129.5885189217138,752.6798434241291,807.0464329567811,777.2077587066335,1030.250462027571,920.6960631092841,803.3672456644055,877.7722113649014,,,766.575372740649,460.7976515623269,,,,,,,,,729.7834998168923,464.4768388547026,,,,,,,,,642.7094005640018,655.7945780582368,,,,,,,619.4078810456226,697.4920340384942,,,553.1825097828608,801.7356739891378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
