scorer,,,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte,Charlotte
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7
bodyparts,,,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle,left_ear,left_ear,right_ear,right_ear,left_eye,left_eye,right_eye,right_eye,nose,nose,left_shoulder,left_shoulder,right_shoulder,right_shoulder,lower_neck,lower_neck,left_elbow,left_elbow,right_elbow,right_elbow,left_wrist,left_wrist,right_wrist,right_wrist,left_hip,left_hip,right_hip,right_hip,left_knee,left_knee,right_knee,right_knee,left_ankle,left_ankle,right_ankle,right_ankle
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,bossou48,img073.png,51.82341179256515,215.42747813638613,,,37.253767678161,242.0547587592627,,,39.765775284092754,255.1171983101078,74.43148024595092,217.43708422113153,,,65.38825286459662,206.38425075503181,,,85.98671523323699,291.290107835525,91.01073044510048,347.5590782083963,,,197.51985293660678,242.55716028044904,,,,,,,,,,,224.64953508066972,236.02594050502648,270.870475029814,234.01633442028108,,,,,,,231.68315637727866,259.13641047959857,281.42090697472736,251.097986140617,254.2912248306644,243.0595618016354,177.9261936103391,313.8981762889108,,,,,,,275.89449024167743,383.73198773381347,,,214.09910313575634,345.54947212365084,,,245.24799744931008,396.7944272846586,,,815.1601443901541,295.8787095910701,,,,,,,,,862.927611635997,306.9675859159979,,,861.6481259061977,292.4667476449385,868.8985450417274,375.2068248386307,,,790.8499155239662,406.7674728403484,783.5994963884364,390.13415835295666,913.2540503414386,428.09223500367114,,,,,806.630239524825,423.4007873277401,850.9857448245363,437.4751303555331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou48,img106.png,53.096511314834274,221.20511903236897,,,,,,,41.82553589727583,258.3054131151655,78.45620600434077,225.43173481395337,,,67.18523058678232,205.23790385749447,85.97018961604641,294.9360832222304,,,96.30191708214164,352.6998322372175,,,195.39257596150966,242.80782191602265,,,,,,,,,,,235.31061389869578,238.58120613443825,287.9084991806352,240.92932601309624,,,,,,,240.00685365601183,268.16751660552916,,,264.8969243697867,247.50406167333867,210.8901671606525,310.4336744213733,,,186.9393443983408,323.1135217661266,,,283.2122594233192,386.9823824656244,,,218.87377474808974,347.5339685041699,,,252.68670100076505,399.1926058346461,,,872.9144128711312,281.5425511968067,818.2367642680947,295.21196334756587,848.3094709997647,301.4608374736272,830.3439578873384,306.538047701052,841.2794876079457,316.3019135230228,884.6310518574962,313.9585857257498,,,,,879.1632869971925,381.9150918466666,,,800.6618057885472,408.4728068824272,792.8507131309706,390.5072937700009,924.0770697782582,433.46830338667246,,,,,810.0351169776392,429.953311690763,857.6827821888567,439.32662287985494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou48,img205.png,353.0228273528019,249.93865008256137,,,,,,,342.38577445595985,277.59498761435066,372.1695225671176,260.0438503345613,,,371.63766992227545,240.36530247540355,375.8924910810123,308.44244101519257,408.3355024163805,315.888378042982,373.76508050164387,365.3506740132975,415.24958679932786,353.1180631819292,477.4763462458538,271.74460852108757,,,479.0719041803801,334.5032206124556,,,,,,,589.6972543075373,278.65869290403487,,,570.0187064483796,295.67797753898213,,,568.9550011586954,304.7194725012979,605.6528336528004,297.27353547350845,,,605.1209810079582,281.3179561282454,597.1431913353267,339.82174706087665,,,557.2542429721691,335.5669259021398,,,624.799528867116,387.6884850966658,,,583.8468752142742,364.8188213684554,,,601.9298651389057,399.9210959280341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou48,img245.png,532.305037052549,246.41212881306495,,,514.3398516225406,268.6044166971931,,,514.8682394293055,279.17217283249215,552.3837737096172,250.6392312671846,,,541.2876297675532,235.31598487100092,563.4799176516813,309.29027781809464,527.5495467916644,308.23350220456473,567.7070201058009,355.2600170066457,520.68050530372,345.74903648487646,649.607130154369,278.11539721896224,,,650.1355179611339,331.4825657022227,628.4716178837707,329.89740228192784,,,612.0915958740571,376.3955292772439,781.7040818456077,278.11539721896224,,,,,,,,,803.8963697297359,288.1547655474964,,,803.3679819229708,274.9450703783725,793.3286135944368,335.70966815634233,,,759.5117939614796,327.25546324810307,,,824.503494193569,384.84973418548316,,,780.6473062320778,360.5438950742952,,,801.782818502676,393.3039390937224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou48,img330.png,501.9404232745829,252.161104057751,,,,,,,482.73136097487856,273.4282801752808,532.1260926026897,240.4984590900733,,,514.2891061815357,238.4403452722479,535.5562822990655,298.12564598918635,499.1962715174823,315.96263241034035,532.8121305419648,341.34603616352115,478.61513333922767,347.5203776169975,626.799328222661,272.7422422360056,,,628.8574420404865,326.25320149946765,596.6136588945542,333.7996188314944,638.4619731903387,372.9037813701782,599.3578106516549,375.64793312727886,806.5412683127515,273.4282801752808,,,,,,,,,833.9827858837577,287.83507690005905,,,833.9827858837577,272.7422422360056,816.1457994626037,336.543770588595,,,790.762395709423,334.48565677076954,,,853.1918481834621,381.8222745807552,,,806.5412683127515,357.12490876684967,,,827.1224064910061,391.4268057306074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,bossou48,img378.png,472.3405384459119,251.32328806154493,,,454.7807390709296,274.5273086642,,,454.7807390709296,284.5614797356185,498.0531018164216,241.2891169901265,,,479.2390310575121,240.0348456061992,494.29028766463966,299.6127363427461,467.32345291020266,318.42680710165564,491.7817448967851,349.78359169983815,447.2551107673658,351.0378630837655,585.8520986913327,272.6459015883091,,,588.3606414591874,327.83384248111037,557.6309925529685,332.22379232485594,595.8862697627512,375.49615507034787,557.6309925529685,377.3775621462388,778.3827561241737,270.76449451241814,,,758.9415496733005,286.4428868115094,,,757.0601425974096,295.2227864990005,795.3154198071923,291.4599723472186,,,791.5526056554104,272.6459015883091,779.0098918161373,334.10519940074687,,,749.5345142938457,334.7323350927105,,,811.6209477982472,379.8861049140934,,,763.9586352090097,356.05494861947466,,,789.0440628875558,392.4288187533664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
